DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2005-0804-SOM,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,SOM,Somalia,Sub-Saharan Africa,Africa,Gulf of Aden,,,No,No,No,,,,,,,2005,9,12,2005,9,12,61,,,,,,,,,,,64.0927402574269,,2006-04-30,2023-09-25
2005-0813-KEN,No,nat-bio-epi-vir,Natural,Biological,Epidemic,Viral disease,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Nairobi, Wajir, Ijara, Tana River, Isiolo, Marsabit, Mandera, Moyale",,,No,No,No,,,Vaccinated,,,,2005,11,,2006,4,,41,,1600,,1600,,,,,,,64.0927402574269,,2006-05-03,2023-09-25
2005-0814-TZA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,,,,No,No,No,,,,,,,2005,12,2,2006,3,,6,,576,,576,,,,,,,64.0927402574269,,2006-05-09,2023-09-25
2005-0818-ETH,No,nat-geo-vol-ash,Natural,Geophysical,Volcanic activity,Ash fall,,Mount Arteala,ETH,Ethiopia,Sub-Saharan Africa,Africa,Zone 4 district (Afar province),,,Yes,No,No,,,,12.623,40.46,,2005,9,,2005,10,,,,9000,,9000,,,,,,,64.0927402574269,"[{""adm2_code"":40790,""adm2_name"":""Zone 4""}]",2014-07-24,2023-09-25
2005-9067-BDI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Busoni, Bugabira, Ntega, Kirundo districts (Kirundo province), Ruyigi, Cankuzo, Rutana, Muyinga provinces","Lack of rain, prolonged dry season",Crop failure|Famine,No,Yes,Yes,,,Km2,,,,2005,1,,2006,1,,120,,2150000,,2150000,,,,,,,64.0927402574269,"[{""adm1_code"":40546,""adm1_name"":""Cankuzo""},{""adm1_code"":40554,""adm1_name"":""Muyinga""},{""adm1_code"":40557,""adm1_name"":""Rutana""},{""adm1_code"":40558,""adm1_name"":""Ruyigi""},{""adm2_code"":40638,""adm2_name"":""Bugabira""},{""adm2_code"":40639,""adm2_name"":""Busoni""},{""adm2_code"":40642,""adm2_name"":""Kirundo""},{""adm2_code"":40643,""adm2_name"":""Ntega""}]",2006-02-25,2023-09-25
2005-9163-UGA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Rupa, Nadunget subcounties (Moroto province); Nyakwae subcounty (Abim province); Kalapata city (Dodoth district, Kaabong province) (Karamoja region)",,,No,No,No,,,Km2,,,,2005,3,,2006,3,,,,600000,,600000,,,,,,,64.0927402574269,"[{""adm1_code"":743,""adm1_name"":""Abim""},{""adm1_code"":765,""adm1_name"":""Kotido""},{""adm1_code"":772,""adm1_name"":""Moroto""},{""adm2_code"":28453,""adm2_name"":""Dodoth""}]",2006-03-09,2023-09-25
2005-9213-DJI,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,DJI,Djibouti,Sub-Saharan Africa,Africa,"Tadjourah district (Tadjourah province), Dikhil district (Dikhil province), Ali Sabieh district (Ali Sabieh province), Obock district (Obock province)",Two consecutive failed rainy seasons,Famine,No,No,Yes,2800,,Km2,,,,2005,4,,2006,4,,,,150000,,150000,,,,,,,64.0927402574269,"[{""adm2_code"":15272,""adm2_name"":""Ali Sabieh""},{""adm2_code"":15274,""adm2_name"":""Dikhil""},{""adm2_code"":15278,""adm2_name"":""Obock""},{""adm2_code"":15282,""adm2_name"":""Tadjourah""}]",2007-02-13,2023-09-25
2005-9719-KEN,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Makueni, Kitui, Marsabit, Isiolo, Mwingi, Kitui, Moyale districts (Eastern province), Malindi, Kwale, Kilifi, Taita Taveta, Tana river districts (Coast province), Mandera, Wajir, Garissa, Ijara districts (North Eastern province), Kajiado, Turkana, Samburu, Laikipia districts (Rift Valley province).",Lack of rains,Famine,No,Yes,Yes,,,Km2,,,,2005,12,,2006,,,27,,3500000,,3500000,,,,,,,64.0927402574269,"[{""adm2_code"":51340,""adm2_name"":""Kilifi""},{""adm2_code"":51341,""adm2_name"":""Kwale""},{""adm2_code"":51343,""adm2_name"":""Malindi""},{""adm2_code"":51345,""adm2_name"":""Taita Taveta""},{""adm2_code"":51346,""adm2_name"":""Tana River""},{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51349,""adm2_name"":""Kitui""},{""adm2_code"":51351,""adm2_name"":""Makueni""},{""adm2_code"":51352,""adm2_name"":""Marsabit""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51358,""adm2_name"":""Mwingi""},{""adm2_code"":51361,""adm2_name"":""Garissa""},{""adm2_code"":51362,""adm2_name"":""Ijara""},{""adm2_code"":51363,""adm2_name"":""Mandera""},{""adm2_code"":51364,""adm2_name"":""Wajir""},{""adm2_code"":51380,""adm2_name"":""Kajiado""},{""adm2_code"":51384,""adm2_name"":""Laikipia""},{""adm2_code"":51389,""adm2_name"":""Samburu""},{""adm2_code"":51392,""adm2_name"":""Turkana""}]",2007-09-06,2023-09-25
2005-9722-SOM,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,SOM,Somalia,Sub-Saharan Africa,Africa,"Gedo, Bakool, Bay, Hiraan, Juba Hoose, Juba Dhexe provinces",,Food shortage,No,No,No,,,Km2,,,,2005,,,2005,,,2,,,,,,,,,,,64.0927402574269,"[{""adm1_code"":2689,""adm1_name"":""Bakool""},{""adm1_code"":2691,""adm1_name"":""Bay""},{""adm1_code"":2694,""adm1_name"":""Gedo""},{""adm1_code"":2695,""adm1_name"":""Hiraan""},{""adm1_code"":2696,""adm1_name"":""Juba Hoose""},{""adm1_code"":2698,""adm1_name"":""Juba Dhexe""}]",2006-02-02,2023-09-25
2005-9747-ETH,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Afder, Liben districts (Somali province), Gode zones (Shabelle district, Somali province), Borena district (Oromiya province)",Successive failed rainy seasons,Food shortage,No,No,No,,,Km2,,,,2005,11,,2006,,,,,2600000,,2600000,,,,,,,64.0927402574269,"[{""adm2_code"":47688,""adm2_name"":""Borena""},{""adm2_code"":40841,""adm2_name"":""Afder""},{""adm2_code"":40844,""adm2_name"":""Shabelle""},{""adm2_code"":47709,""adm2_name"":""Liben""}]",2007-02-13,2023-09-25
2006-0022-RWA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,RWA,Rwanda,Sub-Saharan Africa,Africa,"Kubuga, Kigali city, Bugsera (Gashora, Nyamata)",Use of untreated water,,No,No,No,,,,,,,2006,1,,2006,1,10,35,,300,,300,,,,,,,66.1603305617979,,2006-01-16,2023-09-25
2006-0026-KEN,No,tec-tra-roa-roa,Technological,Transport,Road,Road,,,KEN,Kenya,Sub-Saharan Africa,Africa,Near Nairobi,,,No,No,No,,,,,,,2006,1,16,2006,1,16,15,5,,,5,,,,,,,66.1603305617979,,2006-01-17,2023-09-25
2006-0030-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Victoria lake,Violent winds,,No,No,No,,,,,,,2006,1,17,2006,1,17,18,,6,,6,,,,,,,66.1603305617979,,2006-01-19,2023-09-25
2006-0034-KEN,No,tec-ind-col-col,Technological,Industrial accident,Collapse (Industrial),Collapse (Industrial),,Building in construction,KEN,Kenya,Sub-Saharan Africa,Africa,Nairobi,,,Yes,No,No,,,m3,,,,2006,1,23,2006,1,23,20,92,,,92,,,,,,,66.1603305617979,,2007-02-13,2023-09-25
2006-0051-BDI,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,BDI,Burundi,Sub-Saharan Africa,Africa,"Gatumba area (Mutimbuzi district, Bujumbura Rural province)",,,No,No,No,,,Kph,,,,2006,1,31,2006,1,31,,5,,1500,1505,,,,,,,66.1603305617979,"[{""adm2_code"":40589,""adm2_name"":""Mutimbuzi""}]",2006-02-02,2023-09-25
2006-0066-DJI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,DJI,Djibouti,Sub-Saharan Africa,Africa,Near Rasbir coast,,,No,No,No,,,,,,,2006,2,2,2006,2,3,23,,,,,,,,,,,66.1603305617979,,2006-02-06,2023-09-25
2006-0076-SDN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,SDN,Sudan,Northern Africa,Africa,"Kassala, Blue Nile, Khartoum, Sennar, West Darfur, Gederef states",,,No,No,No,,,,,,,2006,1,1,2006,2,3,24,,554,,554,,,,,,,66.1603305617979,,2006-04-12,2023-09-25
2006-0077-SDN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,SDN,Sudan,Northern Africa,Africa,"Cental Equatria, East Equatria, Western Equatria, Upper Nile, Jonglei, Lakes, Unity, Northern Bahr el Ghazel, Yei, Juba, Kajo-Kegi, Jebel Lado, Pibor, Bor, Terekeka, Torit, Lafon, Malakal (Southern)",,,No,No,No,,,,,,,2006,1,28,2006,9,24,476,,15711,,15711,,,,,,,66.1603305617979,,2006-10-16,2023-09-25
2006-0078-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Zanzibar,,,No,No,No,,,,,,,2006,2,8,2006,2,8,11,,,,,,,,,,,66.1603305617979,,2006-02-09,2023-09-25
2006-0084-SDN,No,tec-tra-air-air,Technological,Transport,Air,Air,,Military plane,SDN,Sudan,Northern Africa,Africa,Aweil (Al-Ghazal province),,,No,No,No,,,,,,,2006,2,11,2006,2,11,20,,,,,,,,,,,66.1603305617979,,2006-02-13,2023-09-25
2006-0116-UGA,No,tec-mis-col-col,Technological,Miscellaneous accident,Collapse (Miscellaneous),Collapse (Miscellaneous),,Roof of a church,UGA,Uganda,Sub-Saharan Africa,Africa,Mulago,,,No,No,No,,,,,,,2006,3,8,2006,3,8,28,97,,,97,,,,,,,66.1603305617979,,2006-03-10,2023-09-25
2006-0136-KEN,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Meningococcal disease,KEN,Kenya,Sub-Saharan Africa,Africa,"Kachelpam, Allale, Kasei, Chepareria divisions (West-Pokot)",,,No,No,No,,,,,,,2006,1,1,2006,1,28,15,,59,,59,,,,,,,66.1603305617979,,2006-03-17,2023-09-25
2006-0159-UGA,No,tec-mis-fir-fir,Technological,Miscellaneous accident,Fire (Miscellaneous),Fire (Miscellaneous),,Dormitory of a school,UGA,Uganda,Sub-Saharan Africa,Africa,Karabole,,,No,No,No,,,,,,,2006,3,30,2006,3,31,12,,,,,,,,,,,66.1603305617979,,2006-04-10,2023-09-25
2006-0166-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Between Murumba and Mugnaza Islands (Victoria Lake),"Bad weather, overloaded boat",,No,No,No,,,,,,,2006,3,,2006,3,,36,,9,,9,,,,,,,66.1603305617979,,2006-04-11,2023-09-25
2006-0170-DJI,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""Al Baraqua2""",DJI,Djibouti,Sub-Saharan Africa,Africa,,,,No,No,No,,,,,,,2006,4,6,2006,4,6,109,49,,,49,,,,,,,66.1603305617979,,2006-04-11,2023-09-25
2006-0174-KEN,No,tec-tra-air-air,Technological,Transport,Air,Air,,Military plane Y-12,KEN,Kenya,Sub-Saharan Africa,Africa,Marsabit area,,,No,No,No,,,,,,,2006,4,10,2006,4,10,14,3,,,3,,,,,,,66.1603305617979,,2006-04-12,2023-09-25
2006-0178-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Isiolo, Moyale districts (Eastern province), Nairobi districts (Nairobi province)",Heavy rains,,No,No,No,,538000,Km2,2.25,37.53,"Uaso Nyiro, Sabaki, Tana, Migori, Kuja, Nzoia, Nyando, Genale Wenz",2006,4,4,2006,5,22,60,,17300,,17300,,,,,,,66.1603305617979,"[{""adm2_code"":51348,""adm2_name"":""Isiolo""},{""adm2_code"":51357,""adm2_name"":""Moyale""},{""adm2_code"":51360,""adm2_name"":""Nairobi""}]",2007-01-04,2023-09-25
2006-0200-UGA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,,UGA,Uganda,Sub-Saharan Africa,Africa,"Victoria lake, bewteen Bunyovu and Kanseyi Isl.",,,No,No,No,,,,,,,2006,4,14,2006,4,14,10,,30,,30,,,,,,,66.1603305617979,,2006-04-20,2023-09-25
2006-0204-ETH,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,ETH,Ethiopia,Sub-Saharan Africa,Africa,"Afar, Somali provinces",Heavy rain,,No,No,No,,83390,Km2,10.99,41.63,Awash,2006,4,9,2006,4,25,,,10000,,10000,,,,,,,66.1603305617979,"[{""adm1_code"":1228,""adm1_name"":""Afar""},{""adm1_code"":47679,""adm1_name"":""Somali""}]",2007-01-04,2023-09-25
2006-0215-TZA,No,tec-tra-wat-wat,Technological,Transport,Water,Water,,"Boat ""MV Nyamageni""",TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Victorai lake, between Bukoba and Mwanza",,,No,No,No,,,,,,,2006,4,22,2006,4,22,27,,,,,,,,,,,66.1603305617979,,2006-05-02,2023-09-25
2006-0229-SOM,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,SOM,Somalia,Sub-Saharan Africa,Africa,Hiraan province,Torrential rain,,No,No,No,,,Km2,,,,2006,5,1,2006,5,1,5,,,,,,,,,,,66.1603305617979,"[{""adm1_code"":2695,""adm1_name"":""Hiraan""}]",2006-05-03,2023-09-25
2006-0230-BDI,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Buhayira village (Murwi district, Cibitoke province)",Heavy rains,Rain,No,No,No,,,Km2,,,Kansega,2006,4,24,2006,4,24,1,,,1200,1200,,,,,,,66.1603305617979,"[{""adm2_code"":40609,""adm2_name"":""Murwi""}]",2006-05-03,2023-09-25
2006-0234-KEN,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,KEN,Kenya,Sub-Saharan Africa,Africa,"Nyanza, Coast, Western provinces",Heavy rain,,No,No,No,,,Km2,,,,2006,4,25,2006,5,4,8,,13000,,13000,,,,,,,66.1603305617979,"[{""adm1_code"":51326,""adm1_name"":""Coast""},{""adm1_code"":51330,""adm1_name"":""Nyanza""},{""adm1_code"":51332,""adm1_name"":""Western""}]",2006-05-08,2023-09-25
2006-0235-TZA,No,nat-bio-epi-bac,Natural,Biological,Epidemic,Bacterial disease,,Cholera,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,"Dae Essalem, Kigoma, Mbeya, Manyara, Rukwa, Ruvuma, Tanaga regions and Zanzibar",,,No,No,No,,,,,,,2006,1,2,2006,4,30,15,,300,,300,,,,,,,66.1603305617979,,2006-05-15,2023-09-25
2006-0243-SOM,No,nat-bio-epi-dis,Natural,Biological,Epidemic,Infectious disease (General),,,SOM,Somalia,Sub-Saharan Africa,Africa,"Waamo, Saa'nole villages (Afmadow district)",,,No,No,No,,,Vaccinated,,,,2006,5,,2006,5,,12,,80,,80,,,,,,,66.1603305617979,,2006-06-22,2023-09-25
2006-0252-SOM,No,tec-mis-exp-exp,Technological,Miscellaneous accident,Explosion (Miscellaneous),Explosion (Miscellaneous),,Boqolka Buush camp,SOM,Somalia,Sub-Saharan Africa,Africa,Boqolka Buush camp (Bossaso),,,No,No,No,,,,,,,2006,5,9,2006,5,9,12,10,,5000,5010,,,,,,,66.1603305617979,,2006-05-15,2023-09-25
2006-0255-TZA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,TZA,United Republic of Tanzania,Sub-Saharan Africa,Africa,Moshi district (Kilimandjaro province),Heavy rain,,No,No,No,,12430,Km2,-3.33,37.22,,2006,5,9,2006,5,17,,,,19000,19000,,,,,,,66.1603305617979,"[{""adm2_code"":48414,""adm2_name"":""Moshi""}]",2007-01-05,2023-09-25
2006-0259-BDI,No,nat-hyd-flo-fla,Natural,Hydrological,Flood,Flash flood,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Bujumbura Rural, Bujumbura Mairie, Bubanza provinces",Torrentail rain,,No,No,No,,,Km2,,,,2006,5,18,2006,5,18,9,,2000,,2000,,,,,,,66.1603305617979,"[{""adm1_code"":40542,""adm1_name"":""Bubanza""},{""adm1_code"":40543,""adm1_name"":""Bujumbura Mairie""},{""adm1_code"":40544,""adm1_name"":""Bujumbura Rural""}]",2007-01-05,2023-09-25
2006-0268-BDI,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,BDI,Burundi,Sub-Saharan Africa,Africa,"Muheka village (Songa district, Bururi province)",Heavy rains,,No,No,No,,2700,Km2,-3.86,29.67,,2006,5,17,2006,5,28,1,,5000,,5000,,,,,,,66.1603305617979,"[{""adm2_code"":40598,""adm2_name"":""Songa""}]",2007-01-06,2023-09-25
